img,joints,cartesians,yolo_midpoint,our_midpoint,class
superpixels/img187_superpixels.png,"[117.54, 7.07, 45.71, 30.71, -59.06, 72.04]","[[-127.55, 312.8, 362.48], [0.01, 0.009, -0.694, -0.72]]","[340.137, 97.008]","[341.158, 122.443]",1.0
shotnoise/img187_shotnoise.png,"[117.54, 7.07, 45.71, 30.71, -59.06, 72.04]","[[-127.55, 312.8, 362.48], [0.01, 0.009, -0.694, -0.72]]","[340.137, 97.008]","[341.158, 122.443]",1.0
additivenoise/img188_additivenoise.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
blur/img188_blur.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
clahe/img188_clahe.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
chromaticaberration/img188_chromaticaberration.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
defocus/img188_defocus.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
downscale/img188_downscale.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
emboss/img188_emboss.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
gaussnoise/img188_gaussnoise.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
gaussianblur/img188_gaussianblur.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
illumination/img188_illumination.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
medianblur/img188_medianblur.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
motionblur/img188_motionblur.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
multiplicativenoise/img188_multiplicativenoise.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
saltandpepper/img188_saltandpepper.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
plas_shadow/img188_plas_shadow.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
posterize/img188_posterize.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
superpixels/img188_superpixels.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
shotnoise/img188_shotnoise.png,"[142.2, 31.53, 13.64, 58.41, -65.13, 53.11]","[[-320.95, 319.38, 357.97], [0.01, 0.009, -0.694, -0.72]]","[182.08, 97.202]","[183.431, 129.034]",2.0
additivenoise/img188_additivenoise.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
blur/img188_blur.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
clahe/img188_clahe.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
chromaticaberration/img188_chromaticaberration.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
defocus/img188_defocus.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
downscale/img188_downscale.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
emboss/img188_emboss.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
gaussnoise/img188_gaussnoise.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
gaussianblur/img188_gaussianblur.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
illumination/img188_illumination.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
medianblur/img188_medianblur.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
motionblur/img188_motionblur.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
multiplicativenoise/img188_multiplicativenoise.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
saltandpepper/img188_saltandpepper.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
plas_shadow/img188_plas_shadow.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
posterize/img188_posterize.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
superpixels/img188_superpixels.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
shotnoise/img188_shotnoise.png,"[132.92, 14.61, 36.67, 47.37, -63.87, 62.63]","[[-214.14, 300.14, 362.08], [0.01, 0.009, -0.694, -0.72]]","[270.568, 98.031]","[271.005, 127.622]",1.0
additivenoise/img189_additivenoise.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
blur/img189_blur.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
clahe/img189_clahe.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
chromaticaberration/img189_chromaticaberration.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
defocus/img189_defocus.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
downscale/img189_downscale.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
emboss/img189_emboss.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
gaussnoise/img189_gaussnoise.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
gaussianblur/img189_gaussianblur.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
illumination/img189_illumination.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
medianblur/img189_medianblur.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
motionblur/img189_motionblur.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
multiplicativenoise/img189_multiplicativenoise.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
saltandpepper/img189_saltandpepper.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
plas_shadow/img189_plas_shadow.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
posterize/img189_posterize.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
superpixels/img189_superpixels.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
shotnoise/img189_shotnoise.png,"[138.2, 21.54, 27.66, 53.22, -65.15, 58.48]","[[-262.42, 304.86, 360.88], [0.01, 0.009, -0.694, -0.72]]","[231.069, 97.409]","[232.868, 127.622]",2.0
additivenoise/img189_additivenoise.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
blur/img189_blur.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
clahe/img189_clahe.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
chromaticaberration/img189_chromaticaberration.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
defocus/img189_defocus.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
downscale/img189_downscale.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
emboss/img189_emboss.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
gaussnoise/img189_gaussnoise.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
gaussianblur/img189_gaussianblur.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
illumination/img189_illumination.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
medianblur/img189_medianblur.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
motionblur/img189_motionblur.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
multiplicativenoise/img189_multiplicativenoise.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
saltandpepper/img189_saltandpepper.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
plas_shadow/img189_plas_shadow.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
posterize/img189_posterize.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
superpixels/img189_superpixels.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
shotnoise/img189_shotnoise.png,"[136.08, 49.92, 21.43, 45.6, -78.88, 76.84]","[[-268.09, 328.19, 202.73], [0.01, 0.009, -0.694, -0.72]]","[232.321, 216.718]","[233.338, 242.975]",1.0
additivenoise/img190_additivenoise.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
blur/img190_blur.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
clahe/img190_clahe.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
chromaticaberration/img190_chromaticaberration.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
defocus/img190_defocus.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
downscale/img190_downscale.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
emboss/img190_emboss.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
gaussnoise/img190_gaussnoise.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
gaussianblur/img190_gaussianblur.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
illumination/img190_illumination.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
medianblur/img190_medianblur.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
motionblur/img190_motionblur.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
multiplicativenoise/img190_multiplicativenoise.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
saltandpepper/img190_saltandpepper.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
plas_shadow/img190_plas_shadow.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
posterize/img190_posterize.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
superpixels/img190_superpixels.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
shotnoise/img190_shotnoise.png,"[83.81, -1.65, 54.75, -9.37, -55.59, 95.67]","[[22.81, 300.12, 363.06], [0.01, 0.009, -0.694, -0.72]]","[460.781, 95.026]","[464.044, 125.268]",2.0
additivenoise/img190_additivenoise.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
blur/img190_blur.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
clahe/img190_clahe.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
chromaticaberration/img190_chromaticaberration.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
defocus/img190_defocus.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
downscale/img190_downscale.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
emboss/img190_emboss.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
gaussnoise/img190_gaussnoise.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
gaussianblur/img190_gaussianblur.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
illumination/img190_illumination.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
medianblur/img190_medianblur.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
motionblur/img190_motionblur.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
multiplicativenoise/img190_multiplicativenoise.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
saltandpepper/img190_saltandpepper.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
plas_shadow/img190_plas_shadow.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
posterize/img190_posterize.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
superpixels/img190_superpixels.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
shotnoise/img190_shotnoise.png,"[123.98, 41.72, 42.89, 32.45, -87.56, 87.16]","[[-157.15, 302.26, 200.07], [0.01, 0.009, -0.694, -0.72]]","[315.117, 215.721]","[317.146, 243.916]",1.0
additivenoise/img191_additivenoise.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
blur/img191_blur.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
clahe/img191_clahe.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
chromaticaberration/img191_chromaticaberration.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
defocus/img191_defocus.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
downscale/img191_downscale.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
emboss/img191_emboss.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
gaussnoise/img191_gaussnoise.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
gaussianblur/img191_gaussianblur.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
illumination/img191_illumination.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
medianblur/img191_medianblur.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
motionblur/img191_motionblur.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
multiplicativenoise/img191_multiplicativenoise.png,"[85.67, -2.9, 55.74, -7.15, -55.17, 94.36]","[[15.01, 295.85, 363.91], [0.01, 0.009, -0.694, -0.72]]","[454.375, 93.962]","[454.628, 122.914]",2.0
